timestamp, index, utilization.gpu [%], utilization.memory [%], memory.used [MiB], memory.total [MiB], power.draw [W]
2026/08/07 17:37:36.913, 0, 1 %, 0 %, 38925 MiB, 40960 MiB, 101.96 W
2026/08/07 17:37:41.926, 0, 5 %, 0 %, 38925 MiB, 40960 MiB, 102.55 W
2026/08/07 17:37:46.940, 0, 0 %, 0 %, 38925 MiB, 40960 MiB, 101.79 W
2026/08/07 17:37:51.954, 0, 0 %, 0 %, 38925 MiB, 40960 MiB, 101.83 W
2026/08/07 17:37:56.970, 0, 0 %, 0 %, 38925 MiB, 40960 MiB, 101.96 W
2026/08/07 17:38:01.979, 0, 5 %, 0 %, 38925 MiB, 40960 MiB, 101.67 W
2026/08/07 17:38:06.991, 0, 0 %, 0 %, 38925 MiB, 40960 MiB, 101.67 W
2026/08/07 17:38:11.999, 0, 0 %, 0 %, 38925 MiB, 40960 MiB, 101.67 W
2026/08/07 17:38:17.011, 0, 5 %, 0 %, 38925 MiB, 40960 MiB, 102.84 W
2026/08/07 17:38:22.021, 0, 5 %, 0 %, 38925 MiB, 40960 MiB, 102.60 W
2026/08/07 17:38:27.032, 0, 3 %, 0 %, 38925 MiB, 40960 MiB, 102.55 W
2026/08/07 17:38:32.044, 0, 5 %, 0 %, 38925 MiB, 40960 MiB, 102.43 W
2026/08/07 17:38:37.057, 0, 0 %, 0 %, 38925 MiB, 40960 MiB, 101.67 W
2026/08/07 17:38:42.071, 0, 5 %, 0 %, 38925 MiB, 40960 MiB, 102.43 W
2026/08/07 17:38:47.088, 0, 2 %, 0 %, 38925 MiB, 40960 MiB, 102.19 W
2026/08/07 17:38:52.105, 0, 0 %, 0 %, 38925 MiB, 40960 MiB, 101.79 W
2026/08/07 17:38:57.108, 0, 0 %, 0 %, 38925 MiB, 40960 MiB, 101.83 W
2026/08/07 17:39:02.126, 0, 3 %, 0 %, 38925 MiB, 40960 MiB, 101.67 W
2026/08/07 17:39:07.137, 0, 5 %, 0 %, 38925 MiB, 40960 MiB, 102.95 W
2026/08/07 17:39:12.147, 0, 9 %, 0 %, 38925 MiB, 40960 MiB, 102.95 W
2026/08/07 17:39:17.159, 0, 9 %, 0 %, 38925 MiB, 40960 MiB, 103.47 W
2026/08/07 17:39:22.172, 0, 9 %, 0 %, 38925 MiB, 40960 MiB, 103.47 W
2026/08/07 17:39:27.181, 0, 7 %, 0 %, 38925 MiB, 40960 MiB, 103.24 W
2026/08/07 17:39:32.194, 0, 3 %, 0 %, 38925 MiB, 40960 MiB, 102.07 W
2026/08/07 17:39:37.210, 0, 0 %, 0 %, 38925 MiB, 40960 MiB, 101.96 W
2026/08/07 17:39:42.224, 0, 0 %, 0 %, 38925 MiB, 40960 MiB, 101.96 W
2026/08/07 17:39:47.232, 0, 9 %, 0 %, 38925 MiB, 40960 MiB, 101.96 W
2026/08/07 17:39:52.241, 0, 0 %, 0 %, 38925 MiB, 40960 MiB, 102.08 W
2026/08/07 17:39:57.259, 0, 3 %, 0 %, 38925 MiB, 40960 MiB, 102.19 W
2026/08/07 17:40:02.267, 0, 5 %, 0 %, 38925 MiB, 40960 MiB, 102.72 W
2026/08/07 17:40:07.278, 0, 0 %, 0 %, 38925 MiB, 40960 MiB, 101.67 W
2026/08/07 17:40:12.284, 0, 5 %, 0 %, 38925 MiB, 40960 MiB, 102.31 W
2026/08/07 17:40:17.296, 0, 5 %, 0 %, 38925 MiB, 40960 MiB, 102.55 W
2026/08/07 17:40:22.305, 0, 6 %, 0 %, 38925 MiB, 40960 MiB, 103.35 W
2026/08/07 17:40:27.316, 0, 1 %, 0 %, 38925 MiB, 40960 MiB, 101.67 W
2026/08/07 17:40:32.334, 0, 5 %, 0 %, 38925 MiB, 40960 MiB, 102.72 W
2026/08/07 17:40:37.342, 0, 9 %, 0 %, 38925 MiB, 40960 MiB, 103.24 W
2026/08/07 17:40:42.354, 0, 9 %, 0 %, 38925 MiB, 40960 MiB, 103.35 W
2026/08/07 17:40:47.365, 0, 9 %, 0 %, 38925 MiB, 40960 MiB, 103.24 W
2026/08/07 17:40:52.374, 0, 7 %, 0 %, 38925 MiB, 40960 MiB, 103.36 W
2026/08/07 17:40:57.380, 0, 0 %, 0 %, 38925 MiB, 40960 MiB, 101.55 W
2026/08/07 17:41:02.389, 0, 6 %, 0 %, 38925 MiB, 40960 MiB, 102.95 W
2026/08/07 17:41:07.400, 0, 0 %, 0 %, 38925 MiB, 40960 MiB, 101.67 W
2026/08/07 17:41:12.410, 0, 5 %, 0 %, 38925 MiB, 40960 MiB, 102.60 W
2026/08/07 17:41:17.423, 0, 5 %, 0 %, 38925 MiB, 40960 MiB, 102.72 W
2026/08/07 17:41:22.437, 0, 6 %, 0 %, 38925 MiB, 40960 MiB, 103.36 W
2026/08/07 17:41:27.447, 0, 5 %, 0 %, 38925 MiB, 40960 MiB, 103.11 W
2026/08/07 17:41:32.457, 0, 2 %, 0 %, 38925 MiB, 40960 MiB, 101.96 W
2026/08/07 17:41:37.465, 0, 0 %, 0 %, 38925 MiB, 40960 MiB, 101.67 W
2026/08/07 17:41:42.480, 0, 0 %, 0 %, 38925 MiB, 40960 MiB, 101.67 W
2026/08/07 17:41:47.493, 0, 5 %, 0 %, 38925 MiB, 40960 MiB, 101.83 W
2026/08/07 17:41:52.504, 0, 7 %, 0 %, 38925 MiB, 40960 MiB, 102.60 W
2026/08/07 17:41:57.514, 0, 9 %, 0 %, 38925 MiB, 40960 MiB, 103.24 W
2026/08/07 17:42:02.523, 0, 9 %, 0 %, 38925 MiB, 40960 MiB, 103.59 W
2026/08/07 17:42:07.533, 0, 9 %, 0 %, 38925 MiB, 40960 MiB, 103.47 W
2026/08/07 17:42:12.547, 0, 3 %, 0 %, 38925 MiB, 40960 MiB, 101.96 W
2026/08/07 17:42:17.554, 0, 0 %, 0 %, 38925 MiB, 40960 MiB, 101.96 W
2026/08/07 17:42:22.562, 0, 0 %, 0 %, 38925 MiB, 40960 MiB, 101.67 W
2026/08/07 17:42:27.575, 0, 5 %, 0 %, 38925 MiB, 40960 MiB, 101.79 W
2026/08/07 17:42:32.591, 0, 0 %, 0 %, 38925 MiB, 40960 MiB, 101.44 W
2026/08/07 17:42:37.601, 0, 6 %, 0 %, 38925 MiB, 40960 MiB, 102.95 W
2026/08/07 17:42:42.615, 0, 5 %, 0 %, 38925 MiB, 40960 MiB, 102.84 W
2026/08/07 17:42:47.632, 0, 4 %, 0 %, 38925 MiB, 40960 MiB, 102.60 W
2026/08/07 17:42:52.643, 0, 5 %, 0 %, 38925 MiB, 40960 MiB, 102.83 W
2026/08/07 17:42:57.655, 0, 0 %, 0 %, 38925 MiB, 40960 MiB, 101.96 W
2026/08/07 17:43:02.663, 0, 5 %, 0 %, 38925 MiB, 40960 MiB, 102.84 W
2026/08/07 17:43:07.677, 0, 1 %, 0 %, 38925 MiB, 40960 MiB, 101.67 W
2026/08/07 17:43:12.687, 0, 9 %, 0 %, 38925 MiB, 40960 MiB, 103.24 W
2026/08/07 17:43:17.698, 0, 9 %, 0 %, 38925 MiB, 40960 MiB, 103.35 W
2026/08/07 17:43:22.708, 0, 7 %, 0 %, 38925 MiB, 40960 MiB, 103.47 W
2026/08/07 17:43:27.720, 0, 2 %, 0 %, 38925 MiB, 40960 MiB, 102.08 W
2026/08/07 17:43:32.730, 0, 0 %, 0 %, 38925 MiB, 40960 MiB, 101.96 W
2026/08/07 17:43:37.748, 0, 0 %, 0 %, 38925 MiB, 40960 MiB, 101.96 W
2026/08/07 17:43:42.765, 0, 1 %, 0 %, 38925 MiB, 40960 MiB, 103.71 W
2026/08/07 17:43:47.772, 0, 0 %, 0 %, 0 MiB, 40960 MiB, 101.96 W
2026/08/07 17:43:52.786, 0, 0 %, 0 %, 0 MiB, 40960 MiB, 53.95 W
2026/08/07 17:43:57.793, 0, 0 %, 0 %, 0 MiB, 40960 MiB, 54.08 W
2026/08/07 17:44:02.807, 0, 0 %, 0 %, 38907 MiB, 40960 MiB, 101.79 W
2026/08/07 17:44:07.815, 0, 0 %, 0 %, 38907 MiB, 40960 MiB, 101.83 W
2026/08/07 17:44:12.832, 0, 0 %, 0 %, 38907 MiB, 40960 MiB, 101.67 W
2026/08/07 17:44:17.852, 0, 0 %, 0 %, 38907 MiB, 40960 MiB, 101.96 W
2026/08/07 17:44:22.875, 0, 0 %, 0 %, 38907 MiB, 40960 MiB, 101.96 W
2026/08/07 17:44:27.897, 0, 0 %, 0 %, 38907 MiB, 40960 MiB, 101.83 W
2026/08/07 17:44:32.915, 0, 0 %, 0 %, 38907 MiB, 40960 MiB, 101.96 W
2026/08/07 17:44:37.934, 0, 0 %, 0 %, 38907 MiB, 40960 MiB, 102.08 W
2026/08/07 17:44:42.961, 0, 0 %, 0 %, 38907 MiB, 40960 MiB, 101.83 W
2026/08/07 17:44:47.977, 0, 0 %, 0 %, 38907 MiB, 40960 MiB, 102.08 W
2026/08/07 17:44:52.994, 0, 0 %, 0 %, 38907 MiB, 40960 MiB, 101.79 W
2026/08/07 17:44:58.018, 0, 0 %, 0 %, 38907 MiB, 40960 MiB, 101.83 W
